BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001562	BGC0001562	Streptomyces curacoi strain DSM 40107 PRJNA299217_c003, whole genome shotgun sequence	NRPS.betalactone	Others	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001563	BGC0001563	Cochliobolus pallescens DNA, curvupallides biosynthesis gene cluster, complete sequence, strain: DSM 62482	T1PKS.NRPS	PKS-NRP_Hybrids	Curvularia pallescens	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Curvularia
BGC0001564	BGC0001564	Cuspidothrix issatschenkoi CHARLIE-1 cusperin gene cluster, complete sequence	PKS-like.NRPS.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Cuspidothrix issatschenkoi CHARLIE-1	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cuspidothrix
BGC0001565	BGC0001565	Beauveria felina strain TTI-0347 cyclosporin C biosythetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria felina	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001566	BGC0001566	Cylindrospermum licheniforme UTEX B 2014 cylindrocyclophane biosynthetic gene cluster, complete sequence	T1PKS.PKS-like.T3PKS	PKSother	Cylindrospermum licheniforme UTEX B 2014	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001567	BGC0001567	Streptomyces lincolnensis strain NRRL 2936 chromosome, complete genome	NRPS	NRPS	Streptomyces lincolnensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001568	BGC0001568	Streptomyces sp. SCSIO 1666	oligosaccharide.T2PKS	Others	Streptomyces sp. SCSIO 1666	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001569	BGC0001569	Streptomyces noursei ATCC 11455, complete genome	NRPS.betalactone	Others	Streptomyces noursei ATCC 11455	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001570	BGC0001570	Streptomyces albulus strain B-3066 B3066_ACTTGA_L001_R1_001_(paired)_contig_7, whole genome shotgun sequence	NRPS-like.NRPS	NRPS	Streptomyces albulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001571	BGC0001571	Nodulisporium sp. strain JNvid		Others	Nodulisporium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Nodulisporium,unclassified Nodulisporium
BGC0001572	BGC0001572	Pantoea agglomerans strain B025670 desferrioxamine E biosynthetic gene cluster, complete sequence	siderophore	Others	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans group
BGC0001573	BGC0001573	Claviceps africana strain Cla9 alkaloid synthesis gene cluster, partial sequence	NRPS	NRPS	Claviceps africana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001574	BGC0001574	Streptomyces thioluteus SF2768 biosynthesis gene cluster, complete sequence	NRPS	NRPS	Streptomyces thioluteus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001575	BGC0001575	Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence	NRPS	NRPS	Ruminococcus sp. 5_1_39BFAA	Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus
BGC0001576	BGC0001576	Prochloron didemni divamide A gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Prochloron didemni	Bacteria,Cyanobacteria,Synechococcales,Prochloraceae,Prochloron
BGC0001577	BGC0001577	Prochloron didemni divamide B gene cluster, partial sequence		Others	Prochloron didemni	Bacteria,Cyanobacteria,Synechococcales,Prochloraceae,Prochloron
BGC0001578	BGC0001578	Talaromyces stipitatus ATCC 10500 scf_1105507295527 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Talaromyces
BGC0001579	BGC0001579	Streptomyces cinnamoneus strain ATCC 12686 scaffold18, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Streptomyces cinnamoneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cinnamoneus group
BGC0001580	BGC0001580	Streptomyces aburaviensis Ebelactone biosynthetic gene cluster, strain ATCC31860	terpene.T1PKS	Others	Kitasatospora aburaviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001582	BGC0001582	Nonomuraea sp. MJM5123 ecumicin gene cluster, partial sequence	lanthipeptide-class-iv.NRPS	Others	Nonomuraea sp. MJM5123	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001583	BGC0001583	TPA_exp: Escovopsis weberi emodin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001584	BGC0001584	Streptomyces sp. CB02366	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. CB02366	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001585	BGC0001585	TPA_exp: Escovopsis weberi epipolythiodiketopiperazine biosynthesis gene cluster, complete sequence	NRPS	NRPS	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001586	BGC0001586	Pseudomonas stutzeri strain 273 chromosome, complete genome		Others	Pseudomonas stutzeri	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001587	BGC0001587	Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome		Others	Streptomyces avermitilis MA-4680 = NBRC 14893	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001588	BGC0001588	Burkholderia pseudomallei 1026b chromosome 1, complete sequence		Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001589	BGC0001589	Burkholderia cenocepacia J2315 chromosome 2, complete sequence		Others	Burkholderia cenocepacia J2315	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001590	BGC0001590	Streptomyces sp. KY5	T2PKS	PKSother	Streptomyces sp. KY5	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001591	BGC0001591	Uncultured bacterium CSLC2, partial sequence	acyl_amino_acids	Others	uncultured bacterium CSLC2	Bacteria,environmental samples
BGC0001592	BGC0001592	Streptomyces lunaelactis strain MM91 ferroverdin biosynthesis gene cluster, complete sequence	melanin	Others	Streptomyces lunaelactis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001593	BGC0001593	Streptomyces ficellus ficellomycin biosynthesis gene cluster, complete sequence	NRPS	NRPS	Streptomyces ficellus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001594	BGC0001594	Fischerella muscicola UTEX 1829	other	Others	Fischerella muscicola UTEX 1829	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001595	BGC0001595	Fischerella sp. SAG 46.79 fischerindole biosynthetic gene cluster, complete sequence	other	Others	Fischerella sp. SAG 46.79	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001596	BGC0001596	Streptomyces albus strain DSM 41398 chromosome, complete genome	T2PKS	PKSother	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001597	BGC0001597	Actinomadura fulva subsp. indica genomic DNA, fluvirucin biosynthetic genes, complete sequence, strain: ATCC 53714	T1PKS	PKSI	Actinomadura fulva subsp. indica	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001598	BGC0001598	Streptomyces diastatochromogenes strain Tue6028	T1PKS	PKSI	Streptomyces diastatochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001599	BGC0001599	Burkholderia cenocepacia H111 chromosome 2, complete genome	NRPS-like	NRPS	Burkholderia cenocepacia H111	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001600	BGC0001600	Fusarium graminearum chromosome 1, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001602	BGC0001602	Lactobacillus gasseri LA327 DNA, gassericin-T gene cluster	RiPP-like	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001603	BGC0001603	Micromonospora echinospora strain ATCC 15835 hypothetical protein and putative tryptophanyl-tRNA synthatase genes, complete cds; gentamycin biosynthetic gene cluster, complete sequence; and hypothetical protein, putative two-component system histidine kinase, and putative two-component system response regulator genes, complete cds	amglyccycl	Saccharides	Micromonospora echinospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001604	BGC0001604	Fusarium fujikuroi strain B14 gibberellin biosynthetic gene cluster, complete sequence	terpene	Terpene	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001605	BGC0001605	Sinorhizobium fredii NGR234 plasmid pNGR234a, complete sequence		Others	Sinorhizobium fredii NGR234	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0001606	BGC0001606	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr11	T1PKS	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001607	BGC0001607	Streptomyces sp. NRRL B-1347 contig53.1, whole genome shotgun sequence		Others	Streptomyces sp. NRRL B-1347	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001608	BGC0001608	Schlegelella brevitalea strain DSM 7029, complete genome	NRPS	NRPS	Schlegelella brevitalea	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella
BGC0001609	BGC0001609	Trichoderma virens Gv29-8 TRIVIscaffold_47, whole genome shotgun sequence	NRPS	NRPS	Trichoderma virens Gv29-8	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0001610	BGC0001610	Streptomyces ahygroscopicus subsp. wuzhouensis strain S91 gougerotin biosynthetic gene cluster, complete sequence		Others	Streptomyces ahygroscopicus subsp. wuzhouensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001611	BGC0001611	Streptomyces sp. CB01883	NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces sp. CB01883	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001612	BGC0001612	Fischerella ambigua UTEX 1903	other	Others	Fischerella ambigua UTEX 1903	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001614	BGC0001614	Planktothrix serta PCC 8927 partial genome sequence, strain PCC 8927	NRPS	NRPS	Planktothrix serta PCC 8927	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001615	BGC0001615	Heteroscytonema crispum UCFS10 mys gene cluster, complete sequence	NRPS	NRPS	Heteroscytonema crispum UCFS10	Bacteria,Cyanobacteria,Nostocales,Heteroscytonemataceae,Heteroscytonema
BGC0001616	BGC0001616	Aspergillus japonicus MF275 DNA, himeic acid A biosynthetic gene cluster, complete sequence		Others	Aspergillus japonicus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001617	BGC0001617	Stereum hirsutum FP-91666 SS1 unplaced genomic scaffold STEHIscaffold_4, whole genome shotgun sequence	terpene	Terpene	Stereum hirsutum FP-91666 SS1	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum
BGC0001618	BGC0001618	Staphylococcus hyicus plasmid pRJ109 hyicin 3682 gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Staphylococcus hyicus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0001619	BGC0001619	Streptomyces sp. WAC2288 ibomycin biosynthesis gene cluster, partial sequence	T1PKS.oligosaccharide	Others	Streptomyces sp. WAC2288	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001620	BGC0001620	Streptomyces atratus Gcn5-related-N-acetyltransferase, ArsR family transcriptional regulator, pyruvate phosphate dikinase, transcriptional regulator, and TetR family transcriptional regulator genes, complete cds; ilamycin gene cluster, complete sequence; and porphobilinogen deaminase 2, porphobilinogen deaminase, phosphoglycerate mutase, and hypothetical protein genes, complete cds	T1PKS.NRPS.indole	Others	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001621	BGC0001621	Aspergillus flavus NRRL3357 scf_1106286418500 genomic scaffold, whole genome shotgun sequence	NRPS	NRPS	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001622	BGC0001622	Streptomyces sp. strain Go66 isatropolone gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001623	BGC0001623	Streptomyces sp. MSC090213JE08 DNA, ishigamide biosynthetic gene cluster	NRPS.ladderane	Others	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001624	BGC0001624	Pestalotiopsis fici Iso-A82775C biosynthesis gene cluster, complete sequence	indole	Others	Pestalotiopsis fici	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0001625	BGC0001625	Streptomyces sp. CB01883 isofuranonaphthoquinone biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. CB01883	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001626	BGC0001626	Stachybotrys chlorohalonata IBT 40285 unplaced genomic scaffold scaffold432, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Stachybotrys chlorohalonata IBT 40285	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys
BGC0001627	BGC0001627	Mycobacterium tuberculosis H37Rv complete genome	NRPS	NRPS	Mycobacterium tuberculosis H37Rv	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex
BGC0001628	BGC0001628	Kibdelosporangium sp. AK-AA56 DNA, biosynthetic gene cluster of JBIR-78 and JBIR-95, complete sequence	NRPS	NRPS	Kibdelosporangium sp. AK-AA56	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,unclassified Kibdelosporangium
BGC0001629	BGC0001629	Pseudomonas sp. QS1027 non-ribosomal peptide synthetase gene cluster, complete sequence	NRPS	NRPS	Pseudomonas sp. QS1027	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001630	BGC0001630	Uncultured Candidatus Entotheonella sp. DNA, Kasumigamide biosynthetic gene cluster, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella,environmental samples
BGC0001631	BGC0001631	Microcystis aeruginosa NIES-87 DNA, Kasumigamide biosynthetic gene cluster, partial and complete cds, strain: NIES-87	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Microcystis aeruginosa NIES-87	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001632	BGC0001632	Microcystis aeruginosa NIES-88 scaffold10, whole genome shotgun sequence	cyanobactin	RiPPs	Microcystis aeruginosa NIES-88	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001633	BGC0001633	Streptomyces mobaraensis NBRC 13819 = DSM 40847 contig018, whole genome shotgun sequence	guanidinotides	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001634	BGC0001634	Streptomyces sp. NRRL F-5702 contig3.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. NRRL F-5702	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001635	BGC0001635	Nonomuraea sp. ATCC 55076 chromosome, complete genome	NRPS.T3PKS	PKS-NRP_Hybrids	Nonomuraea sp. ATCC 55076	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001636	BGC0001636	Curvularia clavata BAUA-2787 traF gene cluster, complete cds	NRPS	NRPS	Curvularia clavata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Curvularia
BGC0001637	BGC0001637	Klebsiella oxytoca kleboxymycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Klebsiella oxytoca	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001638	BGC0001638	Klebsiella pneumoniae subsp. ozaenae genome assembly Klebsiella pneumoniae subsp. ozaenae, scaffold scaffold00003, whole genome shotgun sequence		Others	Klebsiella pneumoniae subsp. ozaenae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001639	BGC0001639	Klebsiella pneumoniae strain MGH168 scaffold00002, whole genome shotgun sequence	RRE-containing	RiPPs	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001640	BGC0001640	Kocuria rosea strain s17 kocurin biosynthetic gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Kocuria rosea	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
BGC0001641	BGC0001641	Photorhabdus laumondii subsp. laumondii TTO1, complete sequence	NRPS	NRPS	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0001642	BGC0001642	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001644	BGC0001644	Gynuella sunshinyii YC6258, complete genome	transAT-PKS	PKSother	Gynuella sunshinyii YC6258	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella
BGC0001645	BGC0001645	Streptomyces sp. NRRL S-118 P205_Doro1_scaffold34, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. NRRL S-118	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001646	BGC0001646	Burkholderia gladioli strain Lv-StB lagriamide biosynthesis gene cluster, complete sequence	terpene.NRPS.transAT-PKS	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001647	BGC0001647	Streptomyces sp. MP131-18 scaf_01, whole genome shotgun sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. MP131-18	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001648	BGC0001648	Streptomyces sp. strain FXJ1.172 lasalocid biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001649	BGC0001649	Streptomyces lavendulae FRI-5 DNA, lav gene cluster	T1PKS	PKSI	Streptomyces lavendulae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001650	BGC0001650	Lysobacter enzymogenes strain OH11 led gene cluster, complete sequence	NRPS	NRPS	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001651	BGC0001651	Tannerella forsythia 92A2, complete genome		Others	Tannerella forsythia 92A2	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
BGC0001652	BGC0001652	Streptomyces sp. ICBB 8177 limazepine biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Streptomyces sp. ICBB 8177	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001653	BGC0001653	Microbispora sp. GMKU363 strain GMKU 363, whole genome shotgun sequence	T1PKS	PKSI	Microbispora sp. GMKU363	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora
BGC0001654	BGC0001654	Bacteroides thetaiotaomicron VPI-5482, complete genome		Others	Bacteroides thetaiotaomicron VPI-5482	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001655	BGC0001655	Nocardiopsis alba DSM 43377 contig_10, whole genome shotgun sequence	lassopeptide	RiPPs	Nocardiopsis alba DSM 43377	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0001656	BGC0001656	Planktothrix paucivesiculata PCC 9631 luminaolide gene cluster, complete sequence	NRPS-like.transAT-PKS	PKS-NRP_Hybrids	Planktothrix paucivesiculata PCC 9631	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001657	BGC0001657	Lysobacter sp. RH2180-5 DNA, lysocin biosynthetic gene cluster	NRPS	NRPS	Lysobacter sp. RH2180-5	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,unclassified Lysobacter
BGC0001658	BGC0001658	Amycolatopsis sp. M39 A4R44_contig000005, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis sp. M39	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0001659	BGC0001659	Fusarium equiseti strain CNC-477 mangicol biosynthesis gene cluster, partial sequence		Others	Fusarium equiseti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex
BGC0001660	BGC0001660	Marinactinospora thermotolerans strain SCSIO 00652 mathermycin gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001661	BGC0001661	Streptomyces sp. strain 120454 may gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001662	BGC0001662	Kitasatospora mediocidica cle biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Kitasatospora mediocidica	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001663	BGC0001663	Nostoc sp. UIC 10110 merocyclophane gene cluster, complete sequence	T1PKS.T3PKS	PKSother	Nostoc sp. UIC 10110	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001664	BGC0001664	Scytonema sp. PCC 10023 merosterol gene cluster, complete sequence		Others	Scytonema sp. PCC 10023	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Scytonema,unclassified Scytonema
BGC0001665	BGC0001665	Mycobacterium marinum M, complete genome	T1PKS.T3PKS	PKSother	Mycobacterium marinum M	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
BGC0001666	BGC0001666	Micromonospora sp. HK160111	NRPS-like.T1PKS	PKS-NRP_Hybrids	Micromonospora sp. HK160111	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001667	BGC0001667	Fischerella sp. CENA161 biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Fischerella sp. CENA161	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001668	BGC0001668	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VI	NRPS-like	NRPS	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001669	BGC0001669	Microbacterium arborescens strain 5913 microvionin biosynthetic gene cluster, complete sequence	furan.lipolanthine.lanthipeptide-class-ii	Others	Microbacterium arborescens	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
BGC0001670	BGC0001670	Streptomyces virginiae strain ST021 monensin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001671	BGC0001671	Agrobacterium tumefaciens strain ATCC 31700 monobactam biosynthesis gene cluster, complete sequence; and SbnA (Rhz12) and beta lactamase (Rhz15) genes, complete cds	hserlactone.NRPS	Others	Agrobacterium tumefaciens	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
