BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001001	BGC0001001	Lyngbya majuscula jamaicamide biosynthesis gene cluster, complete sequence	T1PKS.PKS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0001003	BGC0001003	Streptomyces aureofaciens strain Tu117 lipomycin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Kitasatospora aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001005	BGC0001005	Bacillus subtilis strain 916 YbbR-like domain-containing protein (ybbR), phosphoglucosamine mutase (glmM), L-glutamine-D-fructose-6-phosphate amidotransferase (glmS), putative ATP binding protein of ABC transporter (potA), locillomycin synthase D (locD), locillomycin synthase A (locA), locillomycin synthase B (locB), locillomycin synthase C (locC), response regulator protein GraR (graR), two-component sensor histidine kinase, ATPase (potB), permease (potC), multidrug transporter (potD), and putative 2,5-diketo-D-gluconic acid reductase (kdgR1) genes, complete cds	NRPS-like.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001006	BGC0001006	Salinispora tropica CNB-440, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001007	BGC0001007	Salinispora arenicola CNS-205, complete genome	NRPS-like.T1PKS	PKS-NRP_Hybrids	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001008	BGC0001008	Actinomadura madurae strain ATCC 39144 maduropeptin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Actinomadura madurae	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001010	BGC0001010	Melittangium lichenicola melithiazol gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Melittangium lichenicola	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Melittangium
BGC0001011	BGC0001011	Streptomyces sp. NRRL 30748 meridamycin biosynthetic gene cluster and flanking regions	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. NRRL 30748	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001012	BGC0001012	Streptomyces violaceusniger meridamycin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces violaceusniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001013	BGC0001013	Biosynthetic Gene Cluster for the Production of a Complex Polyketide	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001014	BGC0001014	Ralstonia solanacearum GMI1000 chromosome complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
BGC0001015	BGC0001015	Planktothrix agardhii microcystin synthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Planktothrix agardhii NIVA-CYA 126/8	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001016	BGC0001016	Anabaena sp. 90 hypothetical protein genes, complete cds; microcystin biosynthesis gene cluster, complete sequence; and putative transposase (atn1) gene, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Anabaena sp. 90	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena,unclassified Anabaena
BGC0001017	BGC0001017	Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Microcystis aeruginosa PCC 7806	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001019	BGC0001019	Sorangium cellulosum strain So ce38 microsclerodermin biosynthesis gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001022	BGC0001022	Stigmatella aurantiaca myxalamid biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001023	BGC0001023	Stigmatella aurantiaca myxochromide S biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001024	BGC0001024	Stigmatella aurantiaca myxothiazol gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001025	BGC0001025	Myxococcus xanthus DK 1622, complete genome	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001026	BGC0001026	Metarhizium anisopliae strain ARSEF 2575 NG-391 biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Metarhizium anisopliae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0001028	BGC0001028	Nostoc sp. GSV224 nostopeptolide biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. GSV224	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001029	BGC0001029	Nostoc sp. 152 ResB-like protein gene, partial cds; ABC transporter, hypothetical protein, GTP cyclohydrolase, hypothetical proteins, and putative RNA ligase genes, complete cds; nostophycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. 152	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001030	BGC0001030	Penicillium nordicum culture DAOMC:185683 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium nordicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001031	BGC0001031	Serratia marcescens strain MSU97 oocydin A gene cluster, complete sequence	PKS-like.T3PKS.transAT-PKS	PKSother	Serratia marcescens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001032	BGC0001032	Serratia plymuthica strain A153 oocydin A gene cluster, complete sequence	PKS-like.T3PKS.transAT-PKS	PKSother	Serratia plymuthica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001033	BGC0001033	Paenibacillus larvae subsp. larvae DSM 25430, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001034	BGC0001034	Sorangium cellulosum pellasoren biosynthesis gene cluster, strain So ce38	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001036	BGC0001036	Streptomyces sp. MK498-98F14 3-dehydroquinate synthase gene, complete cds; polyoxypeptin gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MK498-98F14	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001037	BGC0001037	Aspergillus fumigatus Af293 chromosome 8, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0001039	BGC0001039	Streptomyces pyridomyceticus strain NRRL B-2517 pyridomycin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces pyridomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001040	BGC0001040	S.hygroscopicus gene cluster for polyketide immunosuppressant rapamycin	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces rapamycinicus NRRL 5491	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001041	BGC0001041	Salinispora tropica CNB-440, complete genome	NRPS-like.T1PKS.transAT-PKS-like	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001042	BGC0001042	Streptomyces flaveolus strain DSM 9954 cytochrome P450 monooxygenase gene, partial cds; hypothetical protein, acyl carrier protein, CoA ligase, methyltransferase, putative p450 monooxygenase, deoxyadenosine kinase, dehydrogenase, LysR family regulator, putative protein kinase, hypothetical proteins, TetR-like family regulator, transglycosylase-associated protein, Ser/Arg-related nuclear matrix-like protein, and chimeric AFGP/trypsinogen-like serine protease precursor, genes, complete cds; sanglifehrin A biosynthesis gene cluster, complete sequence; hypothetical protein genes, complete cds; insertion sequence IS4 and insertion sequence transposase genes, complete cds; hypothetical protein, TetR-family transcriptional regulator, and FAD-dependent monooxygenase genes, complete cds; and putative endoribonuclease gene, partial cds	T1PKS.PKS-like.NRPS.hglE-KS	PKS-NRP_Hybrids	Streptomyces flaveolus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001043	BGC0001043	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001047	BGC0001047	Pseudomonas syringae slyABCDE gene and ORF1, ORF7 and ORF8	T1PKS.NRPS	PKS-NRP_Hybrids	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001048	BGC0001048	Streptoalloteichus hindustanus strain ATCC 31158 tallysomycin biosynthetic gene cluster, complete sequence	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptoalloteichus hindustanus	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus
BGC0001049	BGC0001049	Beauveria bassiana tenellin biosynthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001051	BGC0001051	Sorangium cellulosum strain So ce895 thuggacin biosynthetic gene cluster; complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001052	BGC0001052	Streptomyces sp. 307-9 tirandamycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. 307-9	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001053	BGC0001053	Angiococcus disciformis partial ORF16, ORF15, ORF14, ORF13, ORF12, ORF11, ORF10, ORF9, ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, tubA gene, ORF2, tubZ gene, ORF1, tubB gene, tubC gene, tubD gene, tubE gene, tubF gene, ORF17, ORF18, ORF19, ORF20, tubG gene, ORF21, ORF22, ORF23 and ORF24, strain An d48	T1PKS.NRPS	PKS-NRP_Hybrids	Archangium disciforme	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium
BGC0001054	BGC0001054	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001055	BGC0001055	Escherichia coli genome fragment containing the yersiniabactin, cob and pdu gene clusters, strain A0 34/86	T1PKS.NRPS	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0001056	BGC0001056	Serratia plymuthica zeamine operon, strain RVH1	T1PKS.NRPS.PUFA.hglE-KS	Others	Serratia plymuthica RVH1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001057	BGC0001057	Gibberella zeae aldehyde dehydrogenase (ALD), heterokaryon incompatibility protein (HET), non-ribosomal peptide synthetase (NPS), monocarboxylate transporter like-protein (MCT), and K+ channel protein (KAT) genes, complete cds; PKS gene cluster, complete sequence; and polyketide synthase (PKS13), bZIP domain-containing transcription factor (ZEB2), protein kinase Eg2-like protein (STK), and Ca2+ ATPase (ACA) genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001059	BGC0001059	Bacillus cereus strain UW85 zwittermicin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001061	BGC0001061	Streptomyces diastatochromogenes strain Tu6028 polyketomycin gene cluster, partial sequence	T1PKS.PKS-like.T2PKS	PKSother	Streptomyces diastatochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001062	BGC0001062	Micromonospora echinospora subsp. challisensis strain NRRL 12255 TLN-05220 gene cluster, complete sequence	T1PKS.PKS-like.T2PKS	PKSother	Micromonospora echinospora subsp. challisensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001063	BGC0001063	Streptomyces coelicolor A3(2) complete genome	NRPS-like.T1PKS.prodigiosin	PKS-NRP_Hybrids	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001064	BGC0001064	Cylindrospermum licheniforme UTEX 'B 2014' cylindrocyclophane biosynthetic gene cluster, complete sequence	T1PKS.PKS-like.T3PKS	PKSother	Cylindrospermum licheniforme UTEX B 2014	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001066	BGC0001066	Streptomyces violaceoruber kendomycin biosynthetic gene cluster, strain 3844-33C	NRPS-like.T1PKS.T3PKS	PKS-NRP_Hybrids	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0001069	BGC0001069	Polyangium cellulosum hypothetical protein gene, complete cds; chivosazol biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001070	BGC0001070	Streptomyces collinus kirromycin biosynthesis gene cluster, strain Tu 365	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001071	BGC0001071	Nostoc sp. 'Peltigera membranacea cyanobiont' trans-AT PKS gene cluster, complete sequence	NRPS.T1PKS.PKS-like.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Nostoc sp. 'Peltigera membranacea cyanobiont'	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001072	BGC0001072	Streptomyces antibioticus simocyclinone biosynthetic gene cluster, partial sequence	aminocoumarin.T1PKS.T2PKS.ladderane	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001073	BGC0001073	Micromonospora sp. TP-A0468 response regulator, hypothetical protein, 2,3-rRing cyclase, nonribosomal peptide synthetase, peptidyl carrier protein, anthranilate phosphoribosyltransferase, alpha-tryptophan synthase, L-ectoine synthase, acyl-CoA dehydrogenase, phosphoribosylanthranilate isomerase, indoleglycerol phosphate synthase, transcriptional activator, dTDP-glucose synthase, dTDP-glucose 4,6-dehydratase, ketoreductase, aromatase, C-9 ketoreductase, monooxygenase, ketoacyl synthase alpha-subunit, chain length factor, acyl carrier protein, cyclase, monooxygenase, transcriptional regulator, ABC transporters, carboxylesterase, efflux protein, transporter, Cylase, 3,5-epimerase, glycosyl transferase associated protein, glycosyl transferase, 2,3-hexose dehydratase, pyruvate dehydrogenase alpha-subunit, pyruvate dehydrogenase beta-subunit, SNF2/RAD54 family helicase, hypothetical proteins, regulator, hypothetical proteins, regulator, dehydorgenase, sugar 3-ketoreductase, enoyl reductase, hydroxylase, Hydroxylase, Regulator, Resistance protein, Dioxygenase, FAD-dependent/BBE domain-containing oxidoreductase, methyltransferase, aminotransferase, carboxylyase, deformylase, regulators, reductase, AHBA kinase, and membrane protein genes, complete cds	T2PKS.ectoine	Others	Micromonospora sp. TP-A0468	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001074	BGC0001074	Streptomyces olindensis strain DAUFPE 5622 2, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces olindensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001076	BGC0001076	Streptomyces sp. SN-1061M liposidomycin biosynthetic gene cluster, complete sequence	T3PKS.nucleoside	Others	Streptomyces sp. SN-1061M	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001077	BGC0001077	Actinoplanes missouriensis 431 DNA, complete genome	T3PKS	PKSother	Actinoplanes missouriensis 431	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0001078	BGC0001078	Streptomyces sp. KO-3988 furaquinocin A biosynthetic gene cluster, complete cds	terpene.T3PKS	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001079	BGC0001079	Streptomyces aculeolatus napyradiomycin biosynthetic gene cluster, complete sequence	terpene.T3PKS	Others	Streptomyces aculeolatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001080	BGC0001080	Streptomyces anulatus phenazine gene cluster, strain 9663	T3PKS.phenazine	Others	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001083	BGC0001083	Streptomyces sp. CNH189 merochlorin gene cluster, complete sequence	terpene.T3PKS.butyrolactone	Others	Streptomyces sp. CNH189	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001088	BGC0001088	Xanthomonas albilineans gene cluster XALB1 for albicidin pathotoxin production	NRPS-like.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Xanthomonas albilineans	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0001089	BGC0001089	Bacillus amyloliquefaciens bae gene cluster directing biosynthesis of bacillaene, strain FZB42	NRPS.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001090	BGC0001090	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001091	BGC0001091	Corallococcus coralloides strain B035 antibiotic corallopyronin A biosynthetic gene cluster, complete sequence	NRPS-like.PKS-like.transAT-PKS	PKS-NRP_Hybrids	Corallococcus coralloides	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
BGC0001093	BGC0001093	Polyangium cellulosum strain So ce12 disorazole biosynthesis gene cluster, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001094	BGC0001094	Burkholderia ambifaria AMMD chromosome 3, complete sequence	T1PKS.transAT-PKS-like	PKSother	Burkholderia ambifaria AMMD	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001098	BGC0001098	Bacillus subtilis yxjC, yxjD, yxjE, yxjF, ituD, ituA, ituB, ituC, xynD genes, partial and complete cds	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001099	BGC0001099	Pseudomonas fluorescens strain BCCM_ID9359 kalimantacin/batumin biosynthesis gene cluster, complete sequence	PKS-like.NRPS.T3PKS.transAT-PKS	PKS-NRP_Hybrids	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001100	BGC0001100	Streptomyces rochei plasmid pSLA2-L DNA, complete sequence	NRPS.redox-cofactor.transAT-PKS	Others	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0001101	BGC0001101	Streptomyces atroolivaceus leinamycin biosynthetic gene cluster, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces atroolivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001102	BGC0001102	Burkholderia thailandensis E264 chromosome II, complete sequence	NRPS-like.T1PKS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001103	BGC0001103	Bacillus subtilis mycosubtilin operon, complete sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001105	BGC0001105	Symbiont bacterium of Theonella swinhoei clone 1e4 onnamide biosynthesis genes, partial sequence	NRPS.transAT-PKS-like.T3PKS	PKS-NRP_Hybrids	symbiont bacterium of Theonella swinhoei Bacteria.	
BGC0001106	BGC0001106	Streptomyces albus strain JA3453 oxazolomycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001108	BGC0001108	Symbiont bacterium of Paederus fuscipes putative isocitrate dehydrogenase kinase/phosphatase gene, partial cds; and putative dioxygenase, putative pederin biosynthesis mixed type I polyketide synthase/nonribosomal peptide synthetase gene cluster, hypothetical protein, putative RNA methylase, hypothetical protein, and putative aldehyde dehydrogenase genes, complete cds	NRPS.transAT-PKS	PKS-NRP_Hybrids	symbiont bacterium of Paederus fuscipes Bacteria.	
BGC0001109	BGC0001109	Novel Gene Cluster of Pederin Biosynthesis Genes	NRPS.transAT-PKS	PKS-NRP_Hybrids	unidentified unclassified sequences.	
BGC0001110	BGC0001110	Uncultured bacterium psy1 psymberin biosynthetic gene cluster, partial sequence	PKS-like.NRPS.prodigiosin.transAT-PKS	PKS-NRP_Hybrids	uncultured bacterium psy1	Bacteria,environmental samples
BGC0001111	BGC0001111	Stigmatella aurantiaca rhizopodin biosynthetic gene cluster, strain Sg a15	NRPS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001112	BGC0001112	Burkholderia rhizoxina rhizoxin operon (rhiIGABCDHEF genes), strain B1	NRPS-like.transAT-PKS	PKS-NRP_Hybrids	Mycetohabitans rhizoxinica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0001113	BGC0001113	Burkholderia sp. FERM BP-3421 spliceostatin/FR901464 biosynthetic gene cluster, complete sequence	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia sp. FERM BP-3421	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001114	BGC0001114	Burkholderia thailandensis strain MSMB43 putative transcriptional regulator, putative alkyl hydroperoxide reductase subunit F, putative alkyl hydroperoxide reductase subunit C, TstA (tstA), TstC (tstC), TstDEF (tstDEF), TstGH (tstGH), TstI (tstI), TstJ (tstJ), TstK (tstK), TstL (tstL), TstM (tstM), TstN (tstN), TstO (tstO), TstB (tstB), TstR (tstR), TstQ (tstQ), TstP (tstP), TrpC indole-3-glycerol phosphate synthase, and ExoU type III effector protein genes, complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia thailandensis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001115	BGC0001115	Pseudoalteromonas sp. SANK 73390 plasmid pTML1 carrying thiomarinol biosynthesis cluster	PKS-like.T3PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids	Pseudoalteromonas sp. SANK 73390	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001116	BGC0001116	Streptomyces virginiae virginiamycin synthetic gene cluster (visF, visE, vmsT, virN, virM, vmsS, varL, virK, virJ, virI, virH, virG, virF, virE, virD, virC, virB, virA), partial and complete cds	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001119	BGC0001119	Streptomyces sp. HKI0576 divergolide biosynthetic gene cluster	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
